epoch,loss
0,41.2562
1,36.4451
2,32.8759
3,30.0976
4,28.0682
5,26.4144
6,25.2577
7,24.3640
8,23.6925
9,23.2259
10,22.8823
11,22.6356
12,22.4186
13,22.2399
14,22.0880
15,22.0370
16,21.9744
17,21.8507
18,21.7907
19,21.7403
20,21.7147
21,21.6347
22,21.6167
23,21.5525
24,21.5715
25,21.5155
26,21.4912
27,21.4535
28,21.4442
29,21.4425
30,21.4147
31,21.3968
32,21.3904
33,21.3603
34,21.3930
35,21.3442
36,21.3378
37,21.3154
38,21.3342
39,21.3258
40,21.3222
41,21.3447
42,21.3219
43,21.3339
44,21.3101
45,21.2962
46,21.2898
47,21.3237
48,21.3004
49,21.3138
50,21.2987
51,21.3118
52,21.3080
53,21.2902
54,21.3094
55,21.2952
56,21.3051
57,21.3016
58,21.3032
59,21.3003
60,21.2788
61,21.2966
62,21.3040
63,21.3019
64,21.2871
65,21.2749
66,21.2921
67,21.2733
68,21.3085
69,21.3100
70,21.2856
71,21.2882
72,21.2964
73,21.2887
74,21.2897
75,21.3101
76,21.2966
77,21.2826
78,21.2819
79,21.2839
80,21.2802
81,21.3153
82,21.3067
83,21.2817
84,21.2954
85,21.2800
86,21.2900
87,21.2783
88,21.2921
89,21.2971
90,21.2880
91,21.2942
92,21.2928
93,21.2937
94,21.2850
95,21.2844
96,21.3049
97,21.2676
98,21.2757
99,21.2945
100,21.2855
101,21.2768
102,21.2822
103,21.2668
104,21.2862
105,21.2801
106,21.2822
107,21.2702
108,21.3006
109,21.2733
110,21.2807
111,21.2954
112,21.2737
113,21.2659
114,21.2827
115,21.2804
116,21.2818
117,21.2559
118,21.2878
119,21.2753
120,21.2761
121,21.2732
122,21.2825
123,21.2699
124,21.2734
125,21.2585
126,21.2828
127,21.2889
128,21.2688
129,21.2749
130,21.2763
131,21.3011
132,21.2747
133,21.2929
134,21.2846
135,21.2673
136,21.2777
137,21.2739
138,21.2813
139,21.2654
140,21.2873
141,21.2778
142,21.2856
143,21.2864
144,21.2797
145,21.2787
146,21.2800
147,21.2789
148,21.2751
149,21.2545
150,21.2487
151,21.2521
152,21.2773
153,21.2665
154,21.2838
155,21.2751
156,21.2737
157,21.2819
158,21.2634
159,21.2406
160,21.2758
161,21.2780
162,21.2740
163,21.2882
164,21.2803
165,21.2770
166,21.2712
167,21.2768
168,21.2765
169,21.2647
170,21.2643
171,21.2739
172,21.2518
173,21.2833
174,21.2521
175,21.2801
176,21.2646
177,21.2592
178,21.2646
179,21.2684
180,21.2656
181,21.2683
182,21.2831
183,21.2614
184,21.2887
185,21.2829
186,21.2746
187,21.2518
188,21.2581
189,21.2678
190,21.2620
191,21.2670
192,21.2624
193,21.2789
194,21.2704
195,21.2602
196,21.2725
197,21.2590
198,21.2584
199,21.2759
200,21.2819
201,21.2747
202,21.2667
203,21.2782
204,21.2682
205,21.2688
206,21.2881
207,21.2796
208,21.2694
209,21.2699
210,21.2614
211,21.2588
212,21.2433
213,21.2601
214,21.2876
215,21.2597
216,21.2522
217,21.2441
218,21.2752
219,21.2635
220,21.2595
221,21.2701
222,21.2754
223,21.2766
224,21.2729
225,21.2732
226,21.2679
227,21.2543
228,21.2630
229,21.2777
230,21.2634
231,21.2544
232,21.2810
233,21.2435
234,21.2734
235,21.2807
236,21.2778
237,21.2642
238,21.2678
239,21.2625
240,21.2456
241,21.2734
242,21.2610
243,21.2681
244,21.2718
245,21.2708
246,21.2676
247,21.2792
248,21.2704
249,21.2580
250,21.2674
251,21.2469
252,21.2641
253,21.2783
254,21.2640
255,21.2644
256,21.2788
257,21.2600
258,21.2711
259,21.2678
260,21.2612
261,21.2670
262,21.2712
263,21.2721
264,21.2679
265,21.2729
266,21.2894
267,21.2619
268,21.2639
269,21.2657
270,21.2622
271,21.2528
272,21.2732
273,21.2687
274,21.2446
275,21.2584
276,21.2833
277,21.2622
278,21.2621
279,21.2670
280,21.2477
281,21.2787
282,21.2644
283,21.2584
